date,year,month,AverageTemperatureCelsius
1779-03-01,1779,3,3.843999999999998
1779-03-01,1779,3,4.112000000000001
1779-04-01,1779,4,9.652000000000005
1779-04-01,1779,4,9.541
1779-05-01,1779,5,15.299000000000005
1779-05-01,1779,5,14.114
1779-06-01,1779,6,15.872000000000002
1779-06-01,1779,6,14.426
1779-07-01,1779,7,17.310000000000002
1779-07-01,1779,7,16.447
1779-08-01,1779,8,18.786
1779-08-01,1779,8,17.474000000000004
1779-09-01,1779,9,14.349000000000002
1779-09-01,1779,9,14.316
1779-10-01,1779,10,9.088
1779-10-01,1779,10,9.425000000000002
1779-11-01,1779,11,3.6879999999999984
1779-11-01,1779,11,3.946999999999999
1779-12-01,1779,12,0.4879999999999995
1779-12-01,1779,12,2.054000000000001
1780-01-01,1780,1,-6.236
1780-01-01,1780,1,-5.0760000000000005
1780-02-01,1780,2,-5.162
1780-02-01,1780,2,-4.17
1780-03-01,1780,3,4.439000000000001
1780-03-01,1780,3,5.086999999999999
1780-04-01,1780,4,6.333
1780-04-01,1780,4,5.760000000000002
1780-05-01,1780,5,13.759
1780-05-01,1780,5,12.495
1780-06-01,1780,6,16.241
1780-06-01,1780,6,14.871999999999998
1780-07-01,1780,7,18.506
1780-07-01,1780,7,16.927999999999997
1780-08-01,1780,8,17.248
1780-08-01,1780,8,16.759
1780-09-01,1780,9,12.237000000000002
1780-09-01,1780,9,11.848
1780-10-01,1780,10,8.926
1780-10-01,1780,10,9.075
1780-11-01,1780,11,2.469999999999999
1780-11-01,1780,11,2.9080000000000004
1780-12-01,1780,12,-4.744000000000001
1780-12-01,1780,12,-2.876
